,nickname,contents,datetime
726,kdwy****,난 참 아쉽다고 생각하는게 다들 내용이 뻔하다고 예측가능하다면서 허세가득한 글로 깎아내리는데... 내용에 집착하니까 감독이 숨겨놓은 메세지를 전혀 이해하려 하지 않음.  ,2017-05-24 19:00:00
727,소리벗고팬티질러(zotg****),관람객배우들 표정연기 기가막혀요  ,2017-05-24 15:24:00
728,봉봉(bojo****),커피젓는 아줌마 한대치고 싶더라  ,2017-05-24 02:23:00
729,abcd1234(skgm****),관람객마지막 10분 반전! 꿀잼  ,2017-05-24 00:29:00
730,이진맘(li79****),"관람객영화본지 이틀이 지났는데 문득문득 생각나고 여운이 많이 남네요.혼자서 큰 기대없이 봐서그런지 몰입도 잘되고, 재미있게 잘 봤습니다. 약간의 반전이 짜릿하기도 짠하기도하네요.  ",2017-05-23 23:45:00
731,신의탁(diab****),갑툭튀 없는 공포 영화 중 다섯손가락 안에 드는 영화였다. 해석이 제각각이라는데 왜 해석이 여러개인지 모르겠음.  ,2017-05-23 23:44:00
732,마트아찌(nios****),관람객이정도면 훌륭 하지요 ㅋㅋㅋㅋ  ,2017-05-23 23:43:00
733,sson****,와 갑자기 내여친이 무서워졌다  ,2017-05-23 23:41:00
734,coco****,트럼프가 보면 안될영화 ㅋㅋ  ,2017-05-23 22:36:00
735,7415****,깔끔하니 진행도 좋고 깔린 복선들도 아주 어렵지 않아서 더 좋았는데?  ,2017-05-23 22:36:00
736,Nut(hash****),"관람객내용은 신선했으나 , 예고편보셨으면 영화 다 본거라 보시면 됩니다... 공포는 전혀 느끼지 못했어요  ",2017-05-23 06:54:00
737,아오(shin****),내용 대충 알고 봤지만 그래도 충격이네요.. 남자 주인공 여자친구 진짜 턱 갈겨주고싶었는데  ,2017-05-22 23:40:00
738,향율(zino****),관람객재미있고 좋았어요 ㅋㅋ 소름끼치는 비지엠이 깜짝 놀라게 하고...그것만 빼면 재밌었네요  ,2017-05-22 22:08:00
739,sube****,존잼인데옹보는내내심장쫄깃  ,2017-05-22 21:56:00
740,광대(alsr****),관람객귀신안나오는데  소름끼치는영화  ,2017-05-22 21:56:00
741,cuti****,와 진짜 미쳤어요 ㅋㅋㅋ 간만에 쫄깃한 영화봤네요 후하  ,2017-05-22 21:12:00
742,이민주(heym****),"최고의영화, 연기력 단연 최고  ",2017-05-22 20:57:00
743,ㅈㅇㅂ(whdm****),굉장히 신선해요. 내가 주인공이 된것처럼 몰입하고 하나하나 해석하게 됩니다. 주인공표정=내표정 ㅋㅋ코난된것처럼 영화를 즐겼네요 감사합니다~  ,2017-05-22 20:50:00
744,으흐르(anjg****),몇몇 사람들이 말하듯이 반전 영화라고 생각하면 안됨 그러기엔 너무 정직한 내용 다만 하나하나 의미들을 찾는 재미가 쏠쏠  ,2017-05-22 20:23:00
745,김민주(wpsl****),보지마세요노잼이에요  ,2017-05-22 20:12:00
746,백민철(beck****),관람객제가 지인에게 상당히 무섭다고 얘기를 듣고 영화를 관람하였는지 모르겠으나 무서움과는 거리가 꾀 있습니다.  기억에 남을만큼은 아닌거같아요..  ,2017-05-22 18:37:00
747,키라(sony****),여주 연기도 좋았음 굿드  ,2017-05-22 16:28:00
748,이재경(woru****),마지막이 아쉽지만  재밌습니다.  ,2017-05-22 16:24:00
749,웃고(sonl****),여자분 연기잘하네요 ㅋ  ,2017-05-22 15:46:00
750,지는머리(ho30****),이제까지 인종차별을 다룬 영화가 '모든 인종은 같은 사람이다'라는 말을 헸던걸 생각하면 이 영화가 품고 있는 메시지가 얼마나 충격적인지 새삼 놀랍다. 스릴러로써도 충분히 재미있음  ,2017-05-22 15:23:00
751,새로밉니다(saer****),너무 과한 홍보가 독이된 영화. 너무 기대를 하고 봤지만... 줄거리는 광고에서 보여주는 게 전부인 영화. 하지만 나름 긴장감있고 볼만은 했기때문에 7점!  ,2017-05-22 14:44:00
752,kbin****,관람객21세기 흑노예 휴먼 스릴러  ,2017-05-22 14:34:00
753,yoooo(daeb****),간만에 영화다운 영화 봤다. 물론 예고편은 보지말길 전부 스포덩어리  ,2017-05-22 13:45:00
754,MrJonny(ryus****),"몰입감 쩔고 영화 구성이 굉장히 치밀함. 나중에 알고보니 대충 지나갔던 장면이나 소품, 연기가 하나도 없었음. 시사하는 바도 나름 컸고 무엇보다 복산을 되돌아가면 모든 장면들이 다 나중에 결말을 위한 하나하나의 조각들이었다...괜찮은 영화!  ",2017-05-22 11:42:00
755,Bo(rlaq****),"★보실분들은, 예고편은 절대 보지말고 보시길!!        ★평점이 호불호가 많이 갈린대서 걱정하며 봤는데, 저하고 친구는 완전 재밌게 봤어요ㅋㅋㅋ  다만, 예고편 보고 보신분들은 이미 스포가 다된 내용이라 실망하실듯 싶네요..기대없이 보세요  ",2017-05-22 11:18:00
756,yusp****,미친듯이재밌음...  ,2017-05-22 09:37:00
757,김지원내꺼(inky****),진짜 개존잼 !!! 큰 기대안하고 봐서 그런가여튼 올해 본 영화중 최곸ㅋㅋ  ,2017-05-22 01:39:00
758,쓰띠쁘짭쓰(war2****),스켈레톤의 키가 좀더 원초적이고 잘만들었다.  ,2017-05-22 01:33:00
759,babo18(babo****),공포도 스릴도 설득력도 모두 겟 아웃~~!!!  ,2017-05-21 23:58:00
760,myn9****,너무기대를 많이한듯요  ,2017-05-21 22:53:00
761,lks1****,솜뭉치 성능이 ㄷㄷ 막아도 다 들릴 것 만같은데....  ,2017-05-21 22:49:00
762,yota****,"재밋었지만, 로튼 토마토 신선도99퍼센트 정도까지는 아닌듯?  ",2017-05-21 21:53:00
763,하암(sosw****),"살면서 단 한번도 느껴보지 못한 무서움의 종류였다. 음향, 연출, 영상 가리지 않고 대단. 영화관에서 한번 더 보고싶은 영화.  ",2017-05-21 21:49:00
764,박영재(rhkd****),진심 뭐지 진짜 이건 한번 더봐야 영화 봤다고 할 수 있을듯 진심 예고편이고 뭐고 그냥 가서 보는게 최고인듯요 진심 진짜ㅜㅜ  ,2017-05-21 21:45:00
765,으니(star****),허무하고 뻔하고 지루한 영화ㅠ 오 이제 좀 스릴있어지나??  하는데 끝난다. 보는 내내 스켈리톤 킬 영화가 생각낫는데 큰 틀의 스토리는 매우 비슷~  스켈리톤 킬이  훨씬 재밌게 본 기억이 있다.  ,2017-05-21 20:43:00
766,원스타(f755****),보면서 정신병 걸리는줄 알았는데;;;;  ,2017-05-21 20:23:00
767,운소(xoff****),곱씹는 재미가 영화..근데 오히려 결말은 느슨하게 마무리하는거같아 아쉬움  ,2017-05-21 18:23:00
768,anak****,귀신안나오면서 무서운 영화가 진짜 무서운 영화지  ,2017-05-21 16:23:00
769,메기(vldr****),흥행에 성공한 B급 영화  ,2017-05-21 16:12:00
770,비틀쥬스(ceas****),흑인 차별이 아니라 흑사모(흑인을 사랑하는 사람들의 모임)  ,2017-05-21 12:43:00
771,chs4****,신속히 전개되으는 마무리가 아쉽다  ,2017-05-21 11:52:00
772,감자씨리즈(aktm****),간만에 진짜 재밋게 스릴러봣네요  ,2017-05-21 10:41:00
773,teen****,푹 빠졌다영화 끝난 후의 앞뒤 관련 내용을 떠올려보면 놀라움  ,2017-05-21 10:02:00
774,KIN(epin****),이런 류의 영화를 너무 좋아하는데 곡성보다는 덜하지만 그래도 sink! 할때 나도 가라앉는 느낌 딱히 나에게 반전이랄건 없었지만 소름돋는 장면들은 많았다 이런영화가 많이 나왓으면  ,2017-05-21 09:55:00
775,귀여운곰돌이(tnfl****),"와 진짜 오랜만에 제대로 된 영화 본거같다 행동 , 했던 말 하나하나 다 소름돋는다  ",2017-05-21 09:45:00
776,롤로노아(lian****),톱니바퀴처럼 잘 짜여진 영화. 극중 장면장면을 곱씹다 보면 인종차별에 대한 신랄한 고발을 느낄 수 있다.  ,2017-05-21 09:22:00
777,kimp****,올해 본 최고의 영회! 최고!  ,2017-05-21 08:52:00
778,뺑아리(sabu****),여태까지 봤던 영화들이 수두룩한데도 이 영화는 태어나서 처음보는 내용이고 너무 신선했다!!  ,2017-05-21 02:43:00
779,핀밸러(rogh****),주인공이 시원시원하게 다 날려버릴때 맘에 들었다  ,2017-05-21 02:21:00
780,moos****,이런 병맛나는 영화는 정말 오랜만이다(좋은 의미로다가) 아무것도 모르고 봤는데 에이리언보다 더무서움 ㅋㅋ  ,2017-05-21 02:18:00
781,간다(raph****),"미스테리함, 지속적인 긴장감, 사회적 이슈, 코믹한 요소의 가미, 반전까지 여러가지 복합적인 부분을 상당히 성공적으로 연출했다. 아쉬운 부분도 다소 있지만, 동종 장르에서 이색적인 매력을 가졌다는 것만으로도 충분히 수작이라 할만하다.  ",2017-05-21 02:17:00
782,yeong2(dodw****),여자년은 OOO 소리가 절로 나오더라구요ㅎㅎOO!!! 인종차별을 굉장히 극화해서 표현했네요..흑인을 장기를 대체하는 짐승?처럼 설정한게 넘 잔인해요. 현실에서 차별당하는 이들의 마음도그렇겠죠? 주인공 친구의 명대사도 잼께 봤어요.우리인종차별하지말아여!  ,2017-05-21 01:46:00
783,오징어(wjdd****),너무 새롭다. 최고최고 영화 끝나고 나오는 길에 그 짜릿함에 발을 얼마나 바닥에 쳤는지. 곡성 봤을때의 기분  ,2017-05-21 01:36:00
784,돌돌(rhtj****),"진짜 반전과 , 심리적으로 스릴 넘치고 그냥 말다 필요없고 꼭 보세요. 너무 재미있고 신선한 내용이에요  ",2017-05-21 01:30:00
785,ㅇㅇ(hunm****),보는 내내 소름끼치고 긴장됐다.... 내가 다 두근거리고 손에 땀이... 커피 젓는 사각 사각 소리는 아직도 싫음...  ,2017-05-21 01:06:00
786,형섭이 부인(iyj9****),와 ... 진짜 무서워 ... 크리스는 진짜 대단하다안무서웟을까 ㅠㅠㅠㅠ 다 처리하고 경찰차 왓을때 너무 다행이엇어 ㅠㅜㅜㅜ로즈는 목졸랏지만 죽이진 못햇지 ? 착한 크리스 ㅜ암튼 진짜 재밋다. 꼭봐요 다들  ,2017-05-21 00:52:00
787,민경난(alsr****),진짜 재밌어요 ! 강추합니다  ,2017-05-21 00:41:00
788,GOE(jj71****),기대안하고 봣는데 레알 역대급 영화다. 온몸이 마비되는 듯한 긴장감이 영화보는 내내 느껴졌다 무슨 인종 풍자같은 것도 담고 있는 것 같은데 그런거 파악하는 재미도 있었고 이건 감독이 천재다 더 쓰고싶은데 글자수가 정해져있어서 아쉬울 정도 꼭봐라  ,2017-05-21 00:40:00
789,흐믓캐논(juno****),와우... 우연찮게 봤는데 대박이네  ,2017-05-21 00:30:00
790,이민정(lmj2****),최고 다른말 필요 없음!!!~~~  ,2017-05-21 00:27:00
791,Akanai(hmy1****),이런게 영화지 OO 나오면서 같이 본 사람이랑 얘기도 좀 할 수 있는 영화 요새 한국 영화는 보고 나오며너 할 얘기가 없다  ,2017-05-21 00:26:00
792,subm****,오랜만에 보는 핵사이다 영화!! 사이다장면이짧아서 조금아쉬움ㅜ  ,2017-05-21 00:25:00
793,dmsd****,곡성이랑 엮어서 귀신나오는건줄 알았네왜 곡성이랑 엮냐 완전 다른느낌이고이거완전 수작 아니냐물논 빼어날 수. 곡성도 물론 좋은작품  ,2017-05-21 00:25:00
794,메로(hmqv****),신선했다. 그런데 영화가 끝나고 오는 이 찝찝한 기분은 떨칠수가 없네  ,2017-05-21 00:23:00
795,새알(blas****),최고의영화!탄탄한스토리  ,2017-05-21 00:18:00
796,kegl****,재밌쥬 잘 만든 것 같아융  ,2017-05-21 00:17:00
797,나혜지(cuis****),무서운거 못보는 편이라 쫄면서 봤는데 그래도 진짜 신박한 내용에 평화롭게 끝나서 만족스러웠어요 미국판 곡성이라는데 곡성 안봐서 잘 모르겠지만 현실적이라서 찝찝하거나 하진 않아요 꼭 보세요!!  ,2017-05-21 00:15:00
798,소현(so84****),몰입도 최고 추천합니다  ,2017-05-21 00:15:00
799,rlaa****,오늘봣는데 뒤에 앉은 사람놀라면서 욕하는것도 웃겻음..아쉬운건 예고편 장면에 라이트키면 사슴뼈 나오는장면이있는데 영화에 안나왔는데 나만 그장면못봤자나?화장실난가고 계속 몰입하면서 봣는데 안나옴..  ,2017-05-21 00:13:00
800,마오리부족(yuns****),요즘 들어 보기드문 수작!!  ,2017-05-21 00:09:00
801,toto****,그냥 이 영화는 예고편을 만들지 않고 개봉했어야했다 그냥 예고편 공개 자체가 스포였는데??  ,2017-05-20 23:59:00
802,끼르룩(isj9****),예고편 보고 보지 마세요 안보고 봤으면 더 재밌게 봤을거 같네요  ,2017-05-20 23:59:00
803,sungs(pink****),재밌어요 정말  미스터리한  신기한소재의 영화  ,2017-05-20 23:48:00
804,이영미(tkfk****),100점주고싶다 예고편안보고기대안하고 갔는데 진짜 너무충격과재미가있었다. 예고편 ㄴㄴ  ,2017-05-20 23:42:00
805,Miyavi(hide****),몰입감 장난아니네 최면이 이렇게 무섭다니  ,2017-05-20 23:41:00
806,종석(kjs7****),다 믿어서는 안된다~ 진심 꿀잼 믿고 보세요  ,2017-05-20 23:36:00
807,goforit(mflo****),재밌었어요!!ㅋㅋㅋ  ,2017-05-20 23:35:00
808,전화(appl****),끝까지 놓칠 수 없는 반전에 반전이 있는 영화  ,2017-05-20 23:31:00
809,more****,예고편이 아쉽다 영화재미 반감  ,2017-05-20 23:27:00
810,힛츠(you8****),그냥 개꿀잼임 ㅋㅋㅋ 영화관에서 보면 관객이 모두 하나가 되는 매직 ㅋㅋㅋ  ,2017-05-20 23:26:00
811,hoo7****,"우리나라에서 흥행하기 힘든 주제인데도 흥행하고 있다는거 자체가 고정관념을 부수고, 반전이지  ",2017-05-20 22:08:00
812,hoon****,영화 자체는 재밌었음. 보는 내내 집중력을 잃지 않았고 뿌린 떡밥들도 거의 회수한 듯함. 스릴감과 유머감이 적절하게 분배되어 보는 내내 재밌었음. 다만 개봉전 예고와 광고로 인해 너무 기대치가 높았나 싶음. 전체적으로 재밌었음.  ,2017-05-20 18:32:00
813,유성매직(spee****),이 영화 기발하더라 특히 찻잔 젓는 소리때문에 빠져드는 장면 처음봤다 반전3개정도 있는데 2개는 눈치 빠른 사람이면절반 정도에서 눈치채는데 마지막은 봐야 안다  ,2017-05-20 18:18:00
814,개코tcnb(kjhk****),마무리가 아쉽긴하지만 전반적으로 봤을때 잘 만든 스릴러 영화.  ,2017-05-20 18:11:00
815,eminem1972(myna****),핵꿀잼! 요샌 공포 영화도 독특하게 나와서 좋다  ,2017-05-20 18:07:00
816,koko****,와 진짜 꿀잼 며칠동안 생각나서~ 새벽에 다시 한번 제대로 봐보려구요  ,2017-05-20 17:19:00
817,아메리카NO(4004****),곡성 같은 기괴 미저리 같은 답답함을 믹스해놓았다  ,2017-05-20 16:55:00
818,서나(sung****),관람객깜짝놀랄만한 장면이 좀 있었고 중간쯤보다보면 마지막이 예상 할 수 있는 결말이였다  ,2017-05-20 16:40:00
819,tbsn****,중절모 흑인 강동원닮음 ㅋㅋㅋ  ,2017-05-20 14:37:00
820,긍정(whek****),조지나랑  로지엄마가 굉장히 인상깊어요.  ,2017-05-20 09:16:00
821,opop****,"맛있게, 재밌게 잘 만들어진 영화입니다. 굿~~  ",2017-05-20 02:04:00
822,김은(dowl****),"전반 흡입력 쩔, 중반 호기심 바짝, 후반 심장이 쿵쾅  ",2017-05-20 02:03:00
823,nams****,영화를 보는 중에는 긴장하다가 다 보고나면 더 무서운 영화.  ,2017-05-20 02:02:00
824,카후우 치노(jmj5****),감독이 통수의 통수의 통수 코드네임 블루베리 파이 ㅋㅋㅋ  ,2017-05-20 01:36:00
825,다비죠하니(p138****),반전에 놀라고 진짜 신선한 스릴러물  ,2017-05-20 01:27:00
826,Minimul life(myhe****),할머니랑 할아버지 였다니 ㅎㄷㄷ  ,2017-05-20 01:15:00
827,이쁜이(yuyu****),와....진짜....처음엔 살짝 지루한데....가면갈수록 나 미치는줄... 무섭다..뭔가 그냥 무섭다...그리고 ㅈㄴ 재밋다  ,2017-05-20 00:35:00
828,연킬(slig****),결말을 알고나면 헛점이 보이지만 전반적으로 깔아놓은 떡밥과분위기로 충분히 재밌게 봤어요 색다른 공포영화  ,2017-05-20 00:33:00
829,도우닝(ehgn****),몰입도 미쳤다ㅠㅠ 당구공으로 뚜까팰때 사이다  ,2017-05-20 00:18:00
830,찬우찡(ilsa****),그냥 포스터에 써진 말들이 과장이나 광고가 아니란것 실제로 저 말 들이 그대로 나오는 영화  ,2017-05-20 00:16:00
831,락인(kyss****),요새 어느 영화를 봐도 집중이 잘 안됐는데 밤새고 조조로 본 영화인데도 1시간 44분이 30분 처럼 느껴질정도로 엄청 몰입해서 봤습니다! 신선한 느낌이라 좋네요. 재밌었습니다 ^^! 이런 류의 영화가 또 나오길 기대하며 전 20000~!  ,2017-05-20 00:07:00
832,맑은서울(leei****),와 대박 싸이코패스 영화이다 정말 충격적이다 가족들의 본색 속셈 실체를 알게됬으니 그리고 내 인생의 최고 미스터리 공포 스릴러 범죄 영화이다 개꿀잼이다  ,2017-05-20 00:07:00
833,챕(cc_b****),손에 땀이 날 정도로 소리인지른게 용합니다 남자친구는 너무 무서워서해서 제가 달래줘ㅛ어요  ,2017-05-19 23:49:00
834,ㅋㅋ(ggwn****),진짜 시간 가는 줄 모르고 봄 ㅜㅠㅜ대박재밌음 ㅠㅠ  ,2017-05-19 23:47:00
835,마장똥제발그만(cant****),안 그래도 미칠 것 같은데 영화 처음과 끝에 수미상관 마냥 반복되는 노래가 날 더 미치게 만든다.. 영화 끝나자마자 엔딩 음악 듣고 뛰쳐나오게 만든 영화는 이게 처음인 것 같다  ,2017-05-19 23:46:00
836,하은(rlag****),진짜 졸리지만 평점은달고자야겠다 완전핵꿀잼 기존에못봤던 색다른내용이라 더재밌었음 진짜배우들 연기소오름  ,2017-05-19 23:42:00
837,레드(reds****),심장이 콩닥콩닥 넘  스릴있고 현실감있는 공포영화에요~ 강추!!!  ,2017-05-19 23:19:00
838,inje****,처음부터 끝까지 재밌다  ,2017-05-19 23:19:00
839,오늘밤새(inst****),흑인남자들은 함부로 백인 여자랑 사귀지 말라는것 같기도 하고.. 새로운 방식으로 인종차별 하는것 같기도 하고.. 공포영화같기도 하고.. 스릴러 영화 같기도 하고... 하여간 볼만했다.  ,2017-05-19 23:16:00
840,김정수(gobo****),심장이 쫄깃해지는 기분이였어요 간만에 재미있는 영화봤습니다  ,2017-05-19 23:13:00
841,hangyul(2pla****),기대를 너무 많이 하고 봐서 너무무서웠다...  ,2017-05-19 23:11:00
842,포파(darr****),"내인생 최고로 오지는 영화. 자신을 통제할 수 있는 정신이 밑으로 꺼져갈 때에 느끼는 그 절망, 공포, 쇼크의 연출은 어디서도 본 적이 없었다.  ",2017-05-19 23:08:00
843,티에고(akql****),요즘같은 영화 시장에서 이정도 선방이지  ,2017-05-19 23:01:00
844,고무다라이(sayi****),너무 재밌고 소름끼쳤어요ㅠㅠㅠ  ,2017-05-19 22:30:00
845,엄윤주(toni****),"잘 만들어진 영화는 맞지만 너무 무서워요ㅠㅠ 진짜 너무 무서워요ㅠㅠ스포,예고편안보고 간걸 너무 후회해요 ㅜㅜ저같은 쫄보는 보지마세요...  ",2017-05-19 22:17:00
846,검객(kjj1****),끝나고 영화관에서 겟아웃해야하는 영화  ,2017-05-19 22:12:00
847,shni****,숨은 의미들이 많은 영화. 정말 신선했어요!  ,2017-05-19 22:11:00
848,김은진(gong****),사람들 눈동자연기가 너무무섭지만 재밌습니다!!ㅋㅋㅋ  ,2017-05-19 22:09:00
849,jumg****,신선하다는 평이 가장 어울릴만한 영화에요!  ,2017-05-19 22:06:00
850,coj5****,신선하고 질질끄는것 없이 깔끔했어요. 최근본 영화중 최고였어요  ,2017-05-19 22:05:00
851,inju****,참신한 공포영화 소재도 참신하고 배우들이 연기를 잘해서 재밌게 관람했어요  ,2017-05-19 22:03:00
852,n012****,지루할 틈 없이 이야기가 진행되서 좋았습니다.  ,2017-05-19 22:00:00
853,1123****,장르의 모호함이 주는 신선함? 우정은 위대하다.  ,2017-05-19 21:58:00
854,건방진천사(kbn7****),난 두번봤다 꿀잼이다.  ,2017-05-19 21:57:00
855,fly5****,그냥 미친영화다..  심장 안좋은 분들은 보지마요.. 근데 제대로 느끼려면 영화관가서 보는게 맞음.. 감독은 백인에게 호되게 당했던적이 있는듯..  ,2017-05-19 21:28:00
856,oracle(ljsk****),엄청난게 튀어나왔네!  ,2017-05-19 18:31:00
857,잠옴(nate****),1회차에는 그럭저럭이었는데 2회차 볼 때는 소름 돋는 장면들이 많아서 놀람  ,2017-05-19 17:12:00
858,pean****,많은걸 느끼게 해준 영화입니다.  ,2017-05-19 16:44:00
859,namb****,이런 영화가 정말 잘만든 영화지..  ,2017-05-19 16:03:00
860,콩지아빠(joko****),중간중간 깜짝 놀라는게 많은영화 흑인 연기가 영화를 살림  ,2017-05-19 14:30:00
861,jjan****,신선하고스릴있고연기력좋고~~  ,2017-05-19 13:46:00
862,9jhl****,마지막에  너무 급하게 마무리된감이 있지만완전 신선하고 꿀잼이었음!!  ,2017-05-19 04:02:00
863,지니(evak****),흑인연주가가 왜 코피가 나고 발광을 했는지...뇌만 백인이고 몸은 흑인이였으니...잠재의식속에서는 내 자신이 흑인인걸 인지하는거지...  ,2017-05-19 03:54:00
864,마미(kkii****),짝짝짝 재밌네 독특하고  ,2017-05-19 02:52:00
865,곰(rocs****),평점이  불한당을 이겼으면 좋겠다  ,2017-05-19 01:42:00
866,Paul(a010****),무언가 차별하는 것은 잘못된 이치입니다. 인간은 누구나 같아요. 혹시 우리의 언행으로 기분 나쁘게 생각 할 누군가에 대해서 고민 해봅시다.  ,2017-05-19 01:12:00
867,그냥(psd0****),분위기가 압도하는 영화  ,2017-05-19 01:04:00
868,쪼꼬볼(love****),개쩐다 진짜.. 겁나쩌는 영화  ,2017-05-19 01:04:00
869,강혜림(mjql****),"재밌으면서도 겁나는 영화, 이래서 극찬받았구만  ",2017-05-19 00:02:00
870,북극여우(arct****),조던필레의 천재성이 돋보인 영화 데뷔작  ,2017-05-18 23:54:00
871,tangerine(sauc****),2차 찍으러가려구용 알고봐도재밌을듯  ,2017-05-18 23:53:00
872,Archintor(shek****),"남다른 연기, 탁월한 연출력, 미국에서 극찬받는 이유를 알겠다.  ",2017-05-18 23:46:00
873,진(euh_****),충격이 가시지않는다. 단순히 무서운 영화로 소비할 이야기가 아니다.  ,2017-05-18 23:42:00
874,꺼니아방(boys****),강렬한 장면들과 감독의 씬스틸러 장면 ㅋㅋ 하나도 놓칠 수 없네  ,2017-05-18 23:42:00
875,트리플(red8****),하 예고편에서 1차 스포당하고 사람들 평좀 보려했다가 2차 스포 당하고 봤음에도 소름 돋는영화였음 스포만 안당했으면 지렸을텐데 아쉽구려  ,2017-05-18 23:42:00
876,one day(want****),입소문 기대해도 좋을 영화....  ,2017-05-18 23:37:00
877,효나(lha1****),"백인만 나왔다면 단순한 어쩌면 뻔하고 재미없을 수도 있을 삼류영화 스토리인데, 흑인이 주인공이다. 인종차별이라는 사회문제를 스릴러라는 형식으로 잘 풀어냈다. 신선했다.  ",2017-05-18 23:35:00
878,smile(smil****),이건 단순 킬링타임 영화가 아니네  ,2017-05-18 23:31:00
879,shnd****,이건 꼭 보고나서 바로 한번  더보세요 그래야 더 재밌음  ,2017-05-18 23:29:00
880,오빠(rudv****),너무 재밌었음ㅋㅋ여자친구랑 같이 볼 영화는 아닌듯혼자 보세요  ,2017-05-18 23:21:00
881,라라라(chri****),혼자 쫄면서 봤는데 ㅋㅋ 정원사 뛰어오는거 빼면 혼자도 볼만함  ,2017-05-18 23:20:00
882,푸우(dhtm****),후...진짜 뭐라 표현할수가없네 ....말도안된다....최고  ,2017-05-18 23:18:00
883,그레이팅 맨(hcll****),묘한분위기에 만점안주면 몇점을 줘야하나  ,2017-05-18 21:24:00
884,gusd****,재밌었다 인간적으로 ㅋ  ,2017-05-18 21:09:00
885,kang****,"사람들의 행동을 통해 암시하는 스릴러,긴장감정말 좋은 영화다  ",2017-05-18 20:05:00
886,김병열(whrl****),좋았어요. 많은 생각을 하게되네요  ,2017-05-18 20:01:00
887,스티븐(lsj6****),우와 진짜 최근에 본영화중손에 꼽는다진짜강추!!  ,2017-05-18 19:54:00
888,ssom****,"시사회 보고 충격적이어서 한번 더 봤는데, 두번 보니까 더 이해되면서 더 충격 ㅋㅋ  ",2017-05-18 19:14:00
889,염검대(dhrc****),어떻게 될지 알면서도 당한 느낌이야  ,2017-05-18 19:03:00
890,싱클레어(wood****),재치와 긴장감 그리고 통쾌함까지 갖춘 것이 많다.  ,2017-05-18 15:25:00
891,paladinJD(pala****),현실에서도 일어날법한 무서운 상상  ,2017-05-18 14:37:00
892,ㅁㄹㄷㄴ(mome****),관람객스트레스받지않는 스릴러영화  ,2017-05-18 13:51:00
893,68ms****,"연출, 연기 다 좋았는데 진짜 브금이 최고 ... 나까지 어디 깊숙히 빠지는 느낌  ",2017-05-18 13:49:00
894,ajh6****,"미스테리스릴러 좋아하는 분들이 보면 딱 좋을듯, 전개도 빠르고 몰입감 쩔고  ",2017-05-18 13:45:00
895,ivor****,잔인한 장면 별로 없이 무서운 영화였다. 으 뭐야.. 하면서 계속 보게됨  ,2017-05-18 13:44:00
896,vesp****,전 이런 호러? 영화 좋아요 ㅋㅋ 뭔가 분위기가 묘하고 으스스하니  ,2017-05-18 13:43:00
897,자동차딜러도깨비(0904****),정원사땜에 심장 내려앉을뻔!!!다들 놀랬음 ㅠ_-  ,2017-05-18 11:25:00
898,만식이형(oio0****),관람객ㅎㄷㄷㄷ;;;ㅎㄷㄷㄷ  ,2017-05-18 11:10:00
899,PT(rose****),정말 새롭다!신선하다!재미있다!  ,2017-05-18 02:03:00
900,ㅋㅎ(wogm****),30분 정도 밖에 안본 것 같은데 왜 2시간이 지나가있지...?  ,2017-05-18 01:42:00
901,meganfoxo(sexy****),천재구먼~~ 심장이 쫄깃쫄깃  ,2017-05-18 01:42:00
902,치토스(daeh****),리뷰 어떤 미친자가 뻘소리해놧는데 진짜 재밌음 보고 후회안함 장지딤  ,2017-05-18 01:38:00
903,codb****,관람객재밋네 볼만합니다 교통경찰 하드케리하네  ,2017-05-18 01:22:00
904,hihi****,꺼져 으오으이오어으..천잰데?  ,2017-05-18 00:53:00
905,가용이(vnfa****),관람객흥미진진해서 시간이 너무 짧게 느껴질 정도였습니다!개개인마다 관람평은 갈리겠지만 저와 남편은 정말 재미있게 잘봤습니다 아직 풀리지않은 미스테리가 있어서 몇번 더 보고싶기도 하네요  ,2017-05-18 00:39:00
906,코니스(alfk****),귀신보다 사람이 제일 무섭다.  ,2017-05-18 00:16:00
907,개키우는놈(ckh0****),이 영화의 깊이를 내 느낌에 1/3 정도 흡수한거같은데 그럼에도 불구하고 천재가 만든 영화라는 느낌이 든다  ,2017-05-18 00:15:00
908,꼬밍(ggon****),처음으로평점쓰는데 페북에서홍보를너무많이해서반신반의했는데 진짜 보길잘했다는생각..!!소름  ,2017-05-18 00:14:00
909,레니토이(534k****),시간가는줄모르고 봄..  ,2017-05-18 00:11:00
910,민(holo****),소오름~~ 꼭 봐야할 영화! 은근 사이다~!  ,2017-05-18 00:07:00
911,stea****,간만에 영화다운 영화봄  ,2017-05-18 00:06:00
912,비(mins****),결말이 깔끔해서 속시원~ 괜한 긴장했네요 ㅋㅋ  ,2017-05-18 00:02:00
913,PANIC(heri****),감독님께서 장르를 막 가지고 노시네요 ;;  ,2017-05-18 00:01:00
914,시칠리아(ko92****),스토리가 좀 예상되지만 워낙 스릴있게 잘만들어서 충분히 제값합니다  ,2017-05-18 00:00:00
915,구름(gnlf****),와 예고편에 이 영화의 모든게 다 들어있네ㅋㅋ예고편 안본게 정말 다행이다  ,2017-05-17 23:57:00
916,cras****,꼭 볼만한 영화네요. 엄청 기대하고 봤는데도 재밌었음!  ,2017-05-17 23:55:00
