word,tf
끈질기,2.0
취하,1.0
여하튼,1.0
편집,4.0
이루,1.0
반전,5.09
대립,3.32
뒤엎,1.0
하자,2.58
울부짖,3.0
안절부절,1.0
눈치,1.0
중구,5.09
비트,1.0
뼈,4.0
튀어나오,3.0
출혈,1.0
떠오르,2.0
잔인,4.32
오버랩,1.0
해야,1.0
성격,2.58
두서없,1.0
무식,2.0
끗,1.0
차이,2.0
보더,1.0
붙잡,2.58
초라,2.0
주저앉,2.0
눈물,2.0
흘리,2.0
신이,2.0
다라,2.58
선한,2.0
두고,2.0
방관자,1.0
고독,1.0
한데,2.58
밥그릇,1.0
혼,1.0
챙,2.0
기기,2.0
바쁘,2.0
술집,1.0
보호,2.0
당최,1.0
가정,1.0
방관,1.0
시,4.17
실질적,1.0
살이,1.0
되돌아가,1.0
역살,2.0
그나마,1.0
위험,3.0
잘못하,2.0
연결,2.0
전체적,2.0
이자,1.0
영적,1.0
노출,1.0
명과,2.58
씬,1.0
아쉽,2.0
따름,1.0
가져오,2.58
위로,2.58
식,3.32
맞아떨어지,2.58
뛰,2.0
울음,2.0
들려오,2.0
혼잣말,1.0
찰나,2.58
살아남,1.0
애초,2.58
피하,2.0
관점,2.0
무용지물,1.0
들어서,2.0
마루,2.58
걸터앉,2.0
매우,2.58
유사,1.0
일가,1.0
자책,1.0
멀리,2.58
짧,2.58
팔,1.0
붙들,1.0
줌인,1.0
잿빛,1.0
여,3.32
잔,1.0
소지품,2.58
식당,1.0
아우터,1.0
벌이,3.81
확실,2.58
시나리오,2.58
직접적,2.0
자동차,2.58
운전석,2.0
열,3.81
도로,2.58
뚫,2.0
지나가,2.58
전복,1.0
되질,1.0
언제,2.0
다그치,1.0
쏟아붓,1.0
중하,2.0
모름,2.0
만난,1.0
소품,2.58
단박,1.0
피토하,1.0
흐느끼,2.0
헷갈리,3.0
진심,1.0
기초,1.0
부활,4.17
곡괭이,2.0
잘만,1.0
뽑,2.0
역,1.0
색채,1.0
은근,2.58
얼추,1.0
친절,2.58
오픈,1.0
찝찝,1.0
덤,1.0
정청,1.0
코피,3.0
